Title,Year,Type,Genres,Platform,Rating,Language
Katha Story 28,2012,TV Series,Sci-Fi,Apple TV+,8.2,Marathi
Rise of Origin 98,2015,Movie,"Biography, Horror, Comedy",Apple TV+,8.1,English
KGF Part 2 17,1991,TV Series,Action,Netflix,5.7,Kannada
Nayakudu Origin 78,2018,Movie,"Thriller, Crime",Apple TV+,4.2,Telugu
Nayakudu Forever 24,2024,Movie,"History, Comedy",Apple TV+,7.5,Telugu
Raja Part 2 62,1992,TV Series,"Horror, Action",Apple TV+,7.6,Kannada
Simha Chronicles 91,1997,TV Series,"Comedy, Mystery, Romance",Apple TV+,5.1,Kannada
Ladhai Returns 3,2017,TV Series,"Drama, History, Romance",Amazon Prime,8.4,Marathi
Pranayam Chronicles 58,2012,Movie,Mystery,Planet Marathi,6.1,Malayalam
Jung Chronicles 45,2016,TV Series,"Horror, Action",Disney+,7.4,Hindi
Legacy of Evolution 21,2020,TV Series,Mystery,MX Player,5.7,English
Beyond the Legacy 54,2012,Movie,"History, Comedy",Amazon Prime,4.5,English
Premam Origin 65,2011,Movie,"Sci-Fi, Fantasy",Theatrical,6.5,Malayalam
Kantara Evolution 89,2023,Movie,"Biography, Romance",Disney+,8.8,Kannada
Achanum Legacy 79,1996,Movie,Romance,Hulu,9.3,Malayalam
Ammayum Part 2 64,2015,TV Series,Horror,Apple TV+,4.2,Malayalam
Snehithan Story 81,1998,TV Series,"Action, Horror, Crime",Amazon Prime,4.7,Malayalam
Simham Returns 95,2013,TV Series,"Thriller, Sci-Fi, History",MX Player,8.4,Telugu
Apna Chronicles 51,1993,Movie,"Fantasy, Drama",Amazon Prime,9.2,Hindi
Vetrimaran Forever 91,2026,Movie,Romance,Disney+,0.0,Tamil
Veeram Forever 91,2003,TV Series,Sci-Fi,Netflix,7.0,Tamil
Katha Legacy 50,1999,TV Series,"Sci-Fi, Horror",Apple TV+,8.8,Marathi
Achanum Legacy 3,2003,TV Series,"Horror, Sci-Fi, Action",MX Player,8.5,Malayalam
Kantara Story 70,2016,Movie,Comedy,MX Player,6.9,Kannada
Katha Legacy 21,2001,TV Series,Action,HBO Max,8.3,Malayalam
Sarkar Part 2 41,1990,TV Series,"Mystery, Drama, History",Theatrical,9.0,Tamil
Raju Legacy 22,2001,Movie,Crime,Theatrical,4.2,Telugu
Premachi Legacy 75,1996,TV Series,Romance,MX Player,7.8,Marathi
Yuddham Evolution 22,2004,Movie,"History, Action, Horror",HBO Max,4.2,Telugu
Preethi Legacy 54,1998,Movie,Comedy,Amazon Prime,7.5,Kannada
Vikram Evolution 4,2023,Movie,"Horror, History",SonyLIV,6.9,Telugu
Simham Origin 59,1992,Movie,Animation,Planet Marathi,4.3,Telugu
Veeram Part 2 3,2010,TV Series,"Thriller, Romance, Crime",Theatrical,6.3,Tamil
Dil Origin 85,2010,Movie,"Action, Comedy",Netflix,6.2,Hindi
Pranayam Legacy 36,1993,Movie,"Horror, Action",Theatrical,8.0,Malayalam
Dost Origin 74,1999,TV Series,"Fantasy, Crime, History",Theatrical,8.7,Hindi
Prema Origin 24,2022,Movie,History,Disney+,8.7,Telugu
Beyond the Returns 17,1996,TV Series,"Mystery, Action, Animation",Netflix,6.4,English
Mauli Part 2 72,2023,TV Series,"Drama, Horror",Apple TV+,4.5,Marathi
Katha Chronicles 70,2010,Movie,"History, Sci-Fi",Amazon Prime,5.6,Malayalam
Kadhal Legacy 87,2012,TV Series,Thriller,SonyLIV,9.2,Tamil
Yuddham Chronicles 46,2005,Movie,"Sci-Fi, Drama, Biography",Apple TV+,6.8,Telugu
Nayak Returns 8,2023,TV Series,"Mystery, Romance, Drama",Amazon Prime,6.7,Kannada
Sankranthi Story 58,2007,Movie,"Crime, Animation, Biography",Netflix,5.2,Telugu
Achanum Evolution 99,2001,TV Series,Comedy,Planet Marathi,6.8,Malayalam
Dost Returns 4,2013,TV Series,"Romance, Mystery",Planet Marathi,7.4,Hindi
Secret Evolution 85,2006,Movie,"Biography, Thriller, Animation",SonyLIV,4.6,English
Rise of Evolution 13,2014,TV Series,"Romance, Biography",Theatrical,8.5,English
Simha Evolution 31,1994,Movie,"Thriller, Action",Hulu,8.6,Kannada
Katha Rebirth 86,2017,TV Series,"Action, Drama, Horror",Netflix,6.0,Marathi
Katha Story 98,2026,Movie,Animation,Disney+,0.0,Malayalam
Katha Story 26,2013,Movie,"Comedy, Crime",SonyLIV,8.2,Marathi
Yathra Evolution 60,1999,TV Series,"Animation, Biography",Hulu,5.6,Malayalam
Journey to Forever 82,2022,TV Series,"Crime, Biography",Planet Marathi,6.6,English
Swapna Returns 85,2017,TV Series,"Sci-Fi, Biography, Drama",Hulu,6.3,Marathi
Empire of Part 2 93,2003,Movie,"Crime, Comedy, Action",Amazon Prime,8.8,English
Prema Part 2 13,2016,Movie,"Mystery, Animation, Comedy",Amazon Prime,8.0,Telugu
Vikram Returns 72,1997,Movie,"Sci-Fi, Horror, Crime",Theatrical,9.0,Telugu
Sankranthi Forever 15,2017,TV Series,"Biography, Sci-Fi",SonyLIV,8.0,Telugu
Sarkar Origin 4,1997,TV Series,Fantasy,Hulu,8.7,Tamil
Apna Story 37,2013,TV Series,Fantasy,Netflix,7.9,Hindi
Baahubali Evolution 6,1996,Movie,"Biography, Thriller, Romance",Apple TV+,7.5,Telugu
Asuran Chronicles 40,2025,TV Series,"Crime, Drama",HBO Max,0.0,Tamil
Rise of Story 63,2004,Movie,"Crime, Sci-Fi, Action",Disney+,6.7,English
Journey to Story 12,2025,Movie,"Horror, Thriller",Netflix,0.0,English
Simha Part 1 51,2000,Movie,"Horror, History, Crime",Planet Marathi,9.1,Kannada
Yuddha Legacy 17,2020,TV Series,"Biography, Drama, History",MX Player,7.4,Kannada
Ammayum Returns 99,1997,TV Series,"Crime, History",Disney+,8.9,Malayalam
Swapna Evolution 86,2009,TV Series,"Fantasy, Crime",Netflix,6.5,Marathi
Yuddham Legacy 1,2003,TV Series,Biography,Apple TV+,6.6,Telugu
Yuddham Part 2 54,2001,TV Series,"Sci-Fi, Crime, Thriller",Disney+,9.1,Telugu
Sankranthi Story 40,1995,Movie,"Mystery, Horror",Amazon Prime,8.2,Telugu
Prema Evolution 66,2022,Movie,"Horror, Thriller, Biography",Disney+,7.2,Telugu
Yuddham Forever 38,2011,Movie,"Crime, Thriller, Mystery",Netflix,6.3,Telugu
Raja Part 2 27,1998,Movie,"Action, Sci-Fi, History",Theatrical,6.9,Kannada
Anbu Chronicles 91,1996,TV Series,"Drama, Romance, Animation",Theatrical,5.5,Tamil
Kahaani Forever 89,2006,TV Series,"Biography, Fantasy",HBO Max,8.0,Hindi
The Last Story 82,1997,Movie,History,Amazon Prime,8.5,English
Simha Story 31,2007,Movie,"Biography, Romance",Planet Marathi,4.0,Kannada
Lost in Rebirth 12,1995,TV Series,"Drama, Animation, History",Planet Marathi,6.1,English
Thalaiva Story 61,2008,Movie,"Fantasy, History",Planet Marathi,9.1,Tamil
Sarkar Legacy 63,2023,TV Series,Biography,SonyLIV,5.9,Tamil
Vat Origin 2,2006,Movie,"Action, Comedy",Theatrical,5.5,Marathi
Raju Part 1 11,2002,TV Series,"History, Biography",Theatrical,5.9,Telugu
Sarkar Part 2 45,2003,TV Series,History,Theatrical,6.0,Tamil
Lost in Rebirth 13,2026,Movie,Fantasy,Planet Marathi,0.0,English
Ammayum Part 2 39,1991,TV Series,Romance,Theatrical,6.0,Malayalam
Dil Legacy 28,2011,Movie,Crime,HBO Max,6.2,Hindi
Nayak Evolution 2,1994,TV Series,"History, Horror",Disney+,9.0,Kannada
Dost Returns 38,2011,TV Series,"Comedy, Horror",Netflix,5.0,Hindi
Dost Rebirth 20,2003,Movie,"Animation, Crime",Amazon Prime,4.0,Hindi
Baahubali Story 74,2006,TV Series,Biography,MX Player,5.2,Telugu
Orma Returns 83,2022,Movie,"Romance, Crime, Fantasy",MX Player,8.7,Malayalam
Yaara Part 1 31,2000,Movie,"Biography, Crime",HBO Max,8.0,Hindi
Vikrama Rebirth 16,1997,TV Series,Comedy,Hulu,7.6,Kannada
Yathra Forever 81,2016,TV Series,"Action, Horror, Fantasy",Theatrical,7.4,Malayalam
Jung Story 82,1997,Movie,Drama,Netflix,9.5,Hindi
Snehithan Rebirth 50,2015,Movie,"Animation, Drama",Amazon Prime,5.5,Malayalam
Premam Origin 90,2023,TV Series,"Drama, Action",Disney+,6.7,Malayalam
Katha Rebirth 10,2013,TV Series,"Thriller, Animation",Amazon Prime,9.3,Malayalam
Yuddha Legacy 20,1992,TV Series,Comedy,Planet Marathi,5.8,Kannada
Simha Origin 52,2007,Movie,"Horror, History",Planet Marathi,6.8,Kannada
Puli Part 1 98,2023,TV Series,Drama,Planet Marathi,6.5,Tamil
Katha Evolution 13,2015,Movie,"Romance, Animation, Fantasy",Planet Marathi,6.0,Malayalam
Jung Returns 21,1990,TV Series,"Thriller, Horror, Comedy",Apple TV+,4.4,Hindi
Prem Returns 9,2026,Movie,Romance,Disney+,0.0,Hindi
Empire of Returns 59,1993,Movie,"Drama, Sci-Fi",HBO Max,7.8,English
Ladhai Origin 69,2014,Movie,"Sci-Fi, Crime, History",Netflix,7.9,Marathi
Lost in Part 2 77,2022,TV Series,"Animation, Fantasy, Crime",Disney+,7.1,English
Singam Legacy 4,2012,Movie,Crime,Planet Marathi,5.2,Tamil
Singam Forever 53,1994,Movie,Animation,Hulu,5.3,Tamil
Premam Forever 46,2024,TV Series,Romance,HBO Max,5.2,Malayalam
Pushpa Forever 62,2004,Movie,"Biography, Thriller, Horror",Netflix,9.0,Telugu
Veedu Forever 21,2001,TV Series,Sci-Fi,Theatrical,7.0,Malayalam
Pushpa Forever 100,2016,Movie,Drama,Hulu,9.1,Telugu
Rise of Legacy 42,1994,TV Series,"Comedy, History, Biography",Theatrical,9.0,English
Kahaani Evolution 23,2005,TV Series,Horror,Disney+,5.2,Hindi
Lost in Rebirth 71,2011,TV Series,Comedy,HBO Max,9.3,English
Premachi Origin 6,2012,TV Series,"Drama, Sci-Fi, Comedy",Amazon Prime,9.3,Marathi
Sarkar Part 1 70,1995,TV Series,"Romance, Biography",Amazon Prime,7.3,Tamil
Pranayam Part 2 91,2012,Movie,"Action, Fantasy",MX Player,6.4,Malayalam
Beyond the Origin 76,1994,Movie,History,MX Player,4.4,English
Vat Forever 12,2002,TV Series,Animation,Planet Marathi,6.3,Marathi
Sarkar Origin 86,2003,Movie,"History, Horror, Sci-Fi",Amazon Prime,4.1,Tamil
Beyond the Returns 6,2013,Movie,"Mystery, Animation",Amazon Prime,9.4,English
Veedu Evolution 66,2006,Movie,Biography,Amazon Prime,5.6,Malayalam
Raju Story 72,2019,TV Series,"Thriller, Sci-Fi",Netflix,8.6,Telugu
Goshta Forever 30,2019,TV Series,History,Planet Marathi,7.4,Marathi
Yuddha Story 14,1997,Movie,Biography,Disney+,8.9,Kannada
Thalaiva Origin 7,2012,TV Series,Animation,HBO Max,5.1,Tamil
Yathra Part 2 31,1999,TV Series,"Horror, Crime",HBO Max,8.3,Malayalam
Apna Origin 60,1993,Movie,"Mystery, Action, Horror",SonyLIV,9.4,Hindi
Zindagi Legacy 65,2010,Movie,History,SonyLIV,5.5,Hindi
Apna Evolution 84,2021,Movie,"Mystery, Action, Biography",Hulu,7.1,Hindi
Premam Rebirth 66,2018,TV Series,"Sci-Fi, Comedy, History",Apple TV+,7.5,Malayalam
Katha Part 2 90,2006,TV Series,"Action, Drama",SonyLIV,6.0,Marathi
Nayakan Forever 87,2017,Movie,"Animation, Drama, History",Theatrical,7.3,Tamil
Sankranthi Part 1 36,2026,Movie,Crime,Planet Marathi,0.0,Telugu
Aai Chronicles 99,2025,Movie,"Biography, Drama, History",Amazon Prime,0.0,Marathi
Yuddha Rebirth 21,2026,TV Series,Drama,Disney+,0.0,Kannada
Secret Evolution 82,2014,Movie,"Thriller, Drama, Fantasy",MX Player,5.0,English
Baba Legacy 93,2025,Movie,"Fantasy, Thriller",SonyLIV,0.0,Marathi
Preethi Chronicles 13,1992,TV Series,"Biography, Thriller, Drama",Netflix,7.2,Kannada
Goshta Legacy 81,2022,TV Series,Crime,Disney+,9.1,Marathi
Lost in Origin 59,2023,Movie,"Fantasy, Thriller, Animation",Hulu,6.9,English
Dharma Story 46,2016,TV Series,Crime,Apple TV+,9.1,Kannada
Beyond the Origin 24,2016,Movie,"History, Horror",HBO Max,8.6,English
Thalaiva Returns 34,1990,Movie,"Sci-Fi, Horror, Romance",HBO Max,6.0,Tamil
Thalaiva Chronicles 46,2009,TV Series,"Sci-Fi, Mystery, Comedy",HBO Max,8.9,Tamil
Premam Part 1 5,2009,Movie,"Mystery, Sci-Fi",Netflix,6.0,Malayalam
Yaara Legacy 63,2014,Movie,Crime,Apple TV+,4.9,Hindi
Nayakudu Forever 95,2022,TV Series,Romance,Netflix,5.6,Telugu
Journey to Forever 12,2023,Movie,"Animation, Horror, Romance",Theatrical,6.4,English
Safar Part 2 29,2000,TV Series,History,Apple TV+,7.3,Hindi
Baba Evolution 11,2010,TV Series,"Mystery, Thriller, Animation",Hulu,8.1,Marathi
Dil Part 1 57,1991,Movie,"Animation, Horror, Crime",MX Player,7.5,Hindi
Raja Forever 74,1991,Movie,"Action, Thriller, Crime",Planet Marathi,8.5,Kannada
Preethi Origin 13,2013,TV Series,"Sci-Fi, Drama, Romance",Disney+,5.8,Kannada
Simha Part 2 49,2010,TV Series,"Animation, Action, Drama",SonyLIV,4.9,Kannada
Vetrimaran Story 64,2012,TV Series,"Thriller, Biography",Theatrical,5.0,Tamil
Goshta Rebirth 28,2010,Movie,Animation,Amazon Prime,4.0,Marathi
Vat Rebirth 78,2009,Movie,"Animation, Drama, Biography",Theatrical,5.5,Marathi
Veedu Story 7,2010,Movie,"Animation, Sci-Fi",Apple TV+,4.3,Malayalam
Nayakudu Chronicles 51,2007,Movie,"History, Thriller",Planet Marathi,7.8,Telugu
Shadow of Forever 88,2000,TV Series,"Biography, History, Drama",Amazon Prime,5.7,English
Raaz Evolution 20,1994,TV Series,"Action, Animation, Sci-Fi",HBO Max,8.6,Hindi
Katha Story 14,1999,TV Series,Drama,HBO Max,9.3,Marathi
Vat Rebirth 87,2017,Movie,Action,Amazon Prime,7.4,Marathi
Goshta Story 51,2006,TV Series,"Thriller, Action, Sci-Fi",Disney+,6.2,Marathi
Baba Origin 27,1997,TV Series,"Fantasy, Romance, Thriller",MX Player,8.8,Marathi
Snehithan Rebirth 46,2012,Movie,"Horror, Biography, Animation",Amazon Prime,7.4,Malayalam
Jung Story 15,2011,TV Series,"Drama, Action, Sci-Fi",Disney+,7.6,Hindi
Sankranti Origin 24,2012,Movie,Biography,MX Player,7.1,Kannada
Yathra Origin 81,2021,TV Series,"History, Mystery, Crime",HBO Max,7.3,Malayalam
Prema Rebirth 56,2019,TV Series,History,Disney+,6.0,Telugu
KGF Origin 40,1995,TV Series,"Fantasy, Romance",Theatrical,5.8,Kannada
Jung Story 49,1990,Movie,"Fantasy, Drama, Sci-Fi",Netflix,6.4,Hindi
Aai Evolution 86,2025,TV Series,"Drama, Sci-Fi, Action",Planet Marathi,0.0,Marathi
Asuran Chronicles 77,2008,Movie,"Horror, Romance",Apple TV+,6.0,Tamil
War for Part 2 12,2005,Movie,Thriller,Hulu,8.5,English
Raja Story 33,2005,TV Series,Biography,Amazon Prime,9.4,Kannada
Simha Part 1 71,2021,Movie,Animation,Disney+,7.9,Kannada
Veeram Chronicles 99,2020,Movie,"Fantasy, Sci-Fi, History",Amazon Prime,5.4,Tamil
Premam Origin 7,2026,TV Series,"Drama, Horror, Mystery",Theatrical,0.0,Malayalam
Yaara Part 1 55,2004,Movie,"Crime, Sci-Fi, Mystery",Netflix,6.1,Hindi
Yuddha Origin 10,2004,Movie,"History, Romance",Amazon Prime,4.2,Kannada
Ladhai Rebirth 60,2024,TV Series,"Romance, Mystery",Planet Marathi,4.8,Marathi
Nayak Story 40,1994,TV Series,Animation,MX Player,9.1,Kannada
Kahaani Part 2 91,2025,TV Series,"Romance, Horror",Netflix,0.0,Hindi
Jung Part 2 82,2009,Movie,"Thriller, Comedy",HBO Max,6.3,Hindi
War for Story 29,2025,Movie,"Sci-Fi, Biography",Theatrical,0.0,English
Shadow of Origin 64,1996,Movie,"Thriller, Drama, Mystery",Apple TV+,4.5,English
Premam Story 57,1992,Movie,History,MX Player,4.9,Malayalam
Mauli Forever 41,2021,TV Series,"Crime, Thriller, Animation",Apple TV+,6.3,Marathi
Katha Returns 17,1999,TV Series,"Crime, Horror",HBO Max,7.0,Malayalam
Premachi Origin 57,2016,Movie,"Drama, Animation",Disney+,7.2,Marathi
Singam Part 2 31,2011,TV Series,"Fantasy, Horror",Apple TV+,6.5,Tamil
Prem Part 2 76,2005,Movie,"Animation, Biography",MX Player,9.3,Hindi
Apna Origin 55,2004,Movie,"Horror, Animation, Romance",Disney+,7.8,Hindi
Puli Chronicles 3,2025,Movie,"Comedy, Animation",HBO Max,0.0,Tamil
Simham Part 2 74,1991,Movie,Fantasy,SonyLIV,4.3,Telugu
Sarkar Forever 14,2015,TV Series,"Biography, Fantasy",Amazon Prime,8.9,Tamil
Drishyam Origin 78,2023,TV Series,"Thriller, Horror, Animation",Amazon Prime,5.8,Malayalam
Ladhai Story 35,2001,TV Series,Action,HBO Max,6.6,Marathi
Yaara Legacy 9,1999,Movie,"Horror, Romance, Mystery",Netflix,4.3,Hindi
Pranayam Legacy 68,1996,TV Series,"Horror, Fantasy, Animation",Theatrical,9.3,Malayalam
Raju Part 1 83,2023,Movie,"Mystery, History, Comedy",Hulu,6.4,Telugu
Mauli Forever 71,1996,TV Series,Biography,SonyLIV,8.6,Marathi
Nayakan Evolution 92,2023,TV Series,"Thriller, History",Planet Marathi,4.5,Tamil
Orma Origin 11,2014,Movie,Drama,HBO Max,4.6,Malayalam
Dil Forever 35,2003,TV Series,Fantasy,Amazon Prime,4.4,Hindi
Vikrama Chronicles 17,2017,TV Series,"Drama, Comedy",Disney+,6.4,Kannada
Nayak Part 1 40,2007,TV Series,"Comedy, Horror, Thriller",Planet Marathi,7.5,Kannada
Beyond the Part 1 20,2021,Movie,"Comedy, Romance",Apple TV+,6.5,English
Jung Part 2 74,2003,TV Series,"Crime, Drama, Comedy",Amazon Prime,6.6,Hindi
Beyond the Evolution 25,2020,Movie,"Mystery, Crime",Disney+,4.4,English
Raju Legacy 40,1999,Movie,Comedy,MX Player,5.5,Telugu
Empire of Part 2 41,1996,TV Series,Crime,HBO Max,8.2,English
Prem Origin 74,2010,Movie,"Comedy, Horror, Mystery",Amazon Prime,5.2,Hindi
Veedu Returns 57,2007,Movie,"Crime, Drama",Netflix,7.1,Malayalam
Kantara Rebirth 47,2024,Movie,Animation,HBO Max,7.0,Kannada
Beyond the Returns 63,2016,Movie,History,HBO Max,6.9,English
Veeram Part 2 65,1995,TV Series,"Biography, Mystery",HBO Max,5.7,Tamil
Katha Part 1 32,2007,TV Series,"Fantasy, Romance",Amazon Prime,5.7,Malayalam
Katha Evolution 71,2015,Movie,"Thriller, Fantasy",Theatrical,8.6,Malayalam
Dost Story 52,2011,TV Series,Crime,Planet Marathi,5.8,Hindi
Anbu Part 2 75,1995,Movie,"Horror, Thriller",MX Player,5.0,Tamil
War for Part 1 35,2000,Movie,Action,Planet Marathi,5.8,English
Sankranti Legacy 78,2005,Movie,"Thriller, Fantasy, Horror",Netflix,6.9,Kannada
Dost Evolution 41,1997,TV Series,Comedy,Planet Marathi,4.6,Hindi
Legacy of Legacy 86,2019,TV Series,"Fantasy, Action",Apple TV+,5.6,English
Thalaiva Legacy 52,2021,TV Series,"Animation, Romance, Action",Apple TV+,4.9,Tamil
Prem Chronicles 98,2009,TV Series,"Action, Mystery",Netflix,9.0,Hindi
Maitri Chronicles 56,1999,TV Series,"Mystery, History, Horror",Planet Marathi,9.2,Marathi
Vikrama Chronicles 25,2020,TV Series,"Comedy, Fantasy",Hulu,9.5,Kannada
Raja Evolution 26,2017,TV Series,"History, Animation, Fantasy",SonyLIV,7.9,Kannada
Legacy of Part 2 88,2017,TV Series,"Thriller, Animation",SonyLIV,5.0,English
Maitri Rebirth 44,2013,Movie,"Thriller, Animation, Sci-Fi",MX Player,9.4,Marathi
Vikrama Origin 20,2011,TV Series,Action,HBO Max,6.9,Kannada
Swapna Story 84,2020,Movie,Horror,Hulu,7.7,Marathi
Thalaiva Chronicles 28,2014,TV Series,Sci-Fi,SonyLIV,7.8,Tamil
Sankranti Rebirth 71,2019,Movie,"Comedy, Horror",HBO Max,8.7,Kannada
Shadow of Part 1 75,2023,Movie,"History, Sci-Fi",HBO Max,7.8,English
Achanum Evolution 94,2004,Movie,"Romance, Mystery",Apple TV+,8.7,Malayalam
Vikram Story 59,2009,TV Series,"History, Biography",Planet Marathi,7.9,Telugu
Kadhal Story 52,1998,TV Series,"Action, Crime, Drama",Netflix,4.3,Tamil
Katha Evolution 25,2003,TV Series,Crime,MX Player,5.2,Malayalam
Thalaiva Forever 44,2012,Movie,"Action, Drama",Netflix,5.8,Tamil
Drishyam Rebirth 38,2007,TV Series,"Sci-Fi, Horror",Apple TV+,9.2,Malayalam
Preethi Part 1 53,2014,TV Series,"Fantasy, History, Thriller",HBO Max,5.6,Kannada
Nayak Forever 55,2023,Movie,"Mystery, Comedy",Disney+,5.4,Kannada
Premachi Part 2 14,1994,Movie,Mystery,Apple TV+,8.1,Marathi
Vikram Chronicles 45,1990,TV Series,"Horror, Comedy, Biography",Netflix,4.0,Telugu
Dil Part 2 50,1999,TV Series,"Sci-Fi, Romance, Action",Planet Marathi,5.6,Hindi
Sankranti Chronicles 58,1991,TV Series,"Biography, Fantasy",Theatrical,8.7,Kannada
Thalaiva Forever 53,2008,TV Series,"Biography, History, Crime",HBO Max,7.0,Tamil
Journey to Forever 69,2000,TV Series,"Animation, Sci-Fi",Planet Marathi,8.9,English
Raja Forever 23,1990,TV Series,"Action, Sci-Fi, Thriller",MX Player,9.4,Kannada
Premachi Forever 50,2004,TV Series,History,Hulu,4.4,Marathi
Jung Part 1 87,2025,TV Series,"Sci-Fi, Crime",MX Player,0.0,Hindi
Anbu Rebirth 3,2000,Movie,"History, Comedy",Apple TV+,6.2,Tamil
Kantara Part 1 29,1992,Movie,"Action, Sci-Fi",Amazon Prime,6.9,Kannada
Swapna Forever 97,2008,TV Series,"History, Thriller",HBO Max,6.5,Marathi
Shadow of Legacy 92,2018,Movie,"Romance, Biography, Thriller",Planet Marathi,4.5,English
Premam Origin 74,2005,Movie,"Thriller, Crime, History",Amazon Prime,8.7,Malayalam
Yuddham Legacy 87,2003,TV Series,"History, Comedy, Biography",MX Player,4.4,Telugu
Baba Rebirth 73,1997,TV Series,Romance,Netflix,4.4,Marathi
KGF Story 28,2022,Movie,"Romance, Animation, Crime",SonyLIV,6.6,Kannada
KGF Evolution 54,2005,TV Series,"Action, Horror, Comedy",Netflix,5.8,Kannada
Sankranthi Origin 75,2007,Movie,"Romance, Animation, Mystery",Netflix,8.5,Telugu
Secret Legacy 81,2018,Movie,"Animation, History",Hulu,4.7,English
Asuran Part 2 5,2011,TV Series,"Sci-Fi, Drama",Disney+,5.2,Tamil
Lost in Evolution 96,1992,TV Series,Fantasy,SonyLIV,7.8,English
Katha Chronicles 20,2006,TV Series,"Animation, History",Hulu,8.2,Marathi
Premam Story 23,2005,Movie,"Action, Horror, Fantasy",Theatrical,7.4,Malayalam
Raja Chronicles 83,2015,Movie,"History, Animation",Disney+,6.6,Kannada
Empire of Origin 38,2023,Movie,"Drama, Horror, Mystery",Planet Marathi,9.4,English
Puli Part 1 24,1993,Movie,Action,Disney+,6.7,Tamil
Simham Legacy 47,1991,Movie,"Fantasy, Mystery",Theatrical,4.7,Telugu
Lost in Forever 48,2008,TV Series,Mystery,Apple TV+,9.3,English
Raju Evolution 41,1995,Movie,"Mystery, Thriller, Animation",HBO Max,4.1,Telugu
Simha Forever 44,2006,Movie,"Crime, Action",Apple TV+,5.9,Kannada
Dharma Forever 12,2006,Movie,History,Hulu,4.2,Telugu
Simha Evolution 55,2005,TV Series,"Horror, Animation",SonyLIV,4.9,Kannada
Zindagi Part 2 6,2000,Movie,"History, Horror, Drama",Disney+,8.5,Hindi
Apna Part 2 15,2011,Movie,"Horror, Comedy",Disney+,5.2,Hindi
Raja Part 2 46,2014,Movie,Sci-Fi,Hulu,8.1,Kannada
Raju Part 2 20,2017,TV Series,Fantasy,Apple TV+,9.1,Telugu
Jung Chronicles 75,1995,TV Series,"Fantasy, Crime, Romance",Theatrical,9.4,Hindi
Nayakan Chronicles 54,1992,Movie,"Biography, History, Animation",SonyLIV,4.1,Tamil
Mauli Story 41,2019,TV Series,"History, Romance",Planet Marathi,7.9,Marathi
Safar Returns 81,2014,TV Series,Thriller,Amazon Prime,5.3,Hindi
War for Rebirth 42,2008,Movie,"Drama, History",Amazon Prime,8.6,English
Shadow of Forever 55,1996,Movie,"Horror, Romance, Mystery",MX Player,8.3,English
Singam Evolution 63,2011,Movie,Sci-Fi,Apple TV+,9.3,Tamil
Sarkar Returns 97,1991,TV Series,"Fantasy, Romance, History",Theatrical,5.1,Tamil
Anbu Origin 74,2012,Movie,"Sci-Fi, Thriller",MX Player,8.5,Tamil
Kadhal Part 1 41,1993,TV Series,Comedy,SonyLIV,5.1,Tamil
Dost Evolution 89,1995,TV Series,"Biography, Action",Disney+,7.9,Hindi
Sarkar Chronicles 20,2007,Movie,"Animation, History, Thriller",HBO Max,8.6,Tamil
Dost Chronicles 3,2025,Movie,"Animation, Crime, Action",Theatrical,0.0,Hindi
Anbu Legacy 27,2001,TV Series,"Fantasy, Romance",Apple TV+,8.6,Tamil
Maitri Part 1 63,2010,Movie,Mystery,Theatrical,7.6,Marathi
The Last Part 1 51,2007,Movie,"Drama, Romance, Comedy",Disney+,4.7,English
Legacy of Rebirth 44,2020,TV Series,"Crime, Thriller",Planet Marathi,8.3,English
Raja Part 1 76,2018,Movie,Crime,Amazon Prime,5.7,Kannada
Beyond the Evolution 2,1998,Movie,Comedy,MX Player,8.1,English
Secret Evolution 100,2024,Movie,"Sci-Fi, Comedy, Horror",HBO Max,4.5,English
Singam Part 2 94,2014,TV Series,"Thriller, Animation",Disney+,9.1,Tamil
Drishyam Evolution 45,2005,Movie,Comedy,Planet Marathi,8.5,Malayalam
Nayakudu Forever 44,2003,TV Series,"Horror, Mystery",Hulu,5.7,Telugu
Vat Forever 46,2002,Movie,Romance,Amazon Prime,8.4,Marathi
Yathra Part 1 56,2005,TV Series,"Sci-Fi, Animation",Planet Marathi,6.1,Malayalam
Katha Story 97,2003,Movie,"Fantasy, History, Comedy",SonyLIV,6.5,Marathi
Raju Part 2 9,2012,TV Series,Horror,Netflix,8.1,Telugu
Baahubali Forever 60,2009,TV Series,"Sci-Fi, Comedy",MX Player,4.3,Telugu
Raju Chronicles 69,2023,Movie,"Animation, Crime, Comedy",Amazon Prime,8.3,Telugu
Veeram Story 68,1992,Movie,"Horror, Crime, Sci-Fi",Netflix,7.5,Tamil
Pranayam Legacy 5,2026,Movie,"Action, Comedy, Biography",HBO Max,0.0,Malayalam
Drishyam Story 46,2022,Movie,"Drama, Horror, Mystery",SonyLIV,6.0,Malayalam
Veeram Chronicles 16,2019,Movie,"Horror, Crime, Sci-Fi",HBO Max,4.3,Tamil
Prema Returns 28,2011,Movie,"Romance, Animation",Disney+,6.2,Telugu
Nayak Evolution 6,1996,TV Series,"Thriller, Mystery, Sci-Fi",MX Player,7.7,Kannada
Baba Legacy 87,1996,Movie,"Animation, Mystery, History",Hulu,7.4,Marathi
Sarkar Rebirth 47,2015,Movie,Horror,SonyLIV,7.8,Tamil
Vikram Forever 91,2010,Movie,"Biography, Thriller, Animation",Hulu,9.3,Telugu
